Name,Age,Nationality,Club,League,Position,PlayStyle,Overall,Potential,Value_EUR,Wage_EUR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Vision,Crossing,ShortPassing,LongPassing,FKAccuracy,Curve,Agility,Balance,Reactions,BallControl,Composure,Interceptions,HeadingAccuracy,DefAwareness,StandingTackle,SlidingTackle,Jumping,Stamina,Strength,Aggression,WeakFoot,SkillMoves,Height_cm,Weight_kg,PreferredFoot,Form,IntCaps,IntGoals,Appearances,Goals,Assists
Łukasz Roberts,37,Bulgaria,Cadiz,La Liga,RB,Wing Back,71,69,2581864,3512,75,43,73,68,77,74,76,69,49,50,45,37,39,68,68,69,69,82,58,69,73,72,72,68,69,74,76,73,85,77,79,68,66,3,3,180,79,Left,1,18,11,25,8,7
Jordan Jović,26,Vietnam,Atletico Madrid,La Liga,CB,Bruiser,88,89,60275425,166967,80,51,75,72,87,91,76,73,52,44,52,43,52,82,82,76,79,71,67,69,74,75,65,80,92,89,83,85,92,83,96,89,94,2,3,179,75,Right,6,107,5,28,2,19
Bruno Camavinga,38,Rwanda,Lens,Ligue 1,LM,Inside Forward,72,72,2533534,5256,83,75,77,78,49,67,88,82,73,74,70,67,83,72,68,73,75,80,77,78,86,80,77,70,46,66,43,53,52,75,60,70,68,2,3,182,76,Right,9,23,10,29,0,11
Shkodran Obi,24,Denmark,Crystal Palace,Premier League,LB,Attacking Full Back,82,84,35757797,69839,83,56,80,68,85,73,84,85,59,53,54,46,58,82,82,77,81,68,70,68,71,66,74,73,90,80,80,83,78,81,76,78,64,3,4,173,79,Right,4,100,14,16,6,19
Idrissa Sarr,28,Czech Republic,Aston Villa,Premier League,CB,Ball Playing Defender,85,85,59784140,119807,80,51,75,68,93,94,86,85,48,49,42,42,55,75,73,74,71,80,63,64,74,73,62,64,85,97,90,90,95,98,99,92,98,5,1,179,80,Right,2,112,5,19,2,9
Pedro Greco,25,Armenia,Holstein Kiel,Bundesliga,CF,Advanced Forward,76,80,7362711,14754,81,90,73,77,39,79,84,83,93,85,81,80,89,69,73,77,74,74,84,79,70,74,75,82,34,87,44,47,39,79,81,76,72,2,3,182,80,Left,5,107,47,25,11,19
Ricardo Hernández,29,Rwanda,Nottingham Forest,Premier League,ST,Pressing Forward,65,69,1017159,1349,75,83,64,72,27,72,82,72,89,76,92,73,76,64,61,66,68,57,66,65,64,77,71,75,35,66,29,33,23,74,74,71,64,2,4,180,72,Left,5,0,13,26,17,15
Marten Hernández,31,Jamaica,Manchester City,Premier League,LM,Winger,83,83,38303655,101601,86,79,81,88,49,69,90,87,78,82,84,83,78,84,87,84,81,75,98,92,90,87,89,92,47,71,48,48,51,63,69,62,72,5,4,190,72,Left,6,21,2,17,7,17
Serge Perišić,16,Uganda,Inter Milan,Serie A,GK,Sweeper Keeper,91,99,107957495,157372,68,28,70,60,22,92,65,73,36,29,32,20,36,64,64,65,70,61,61,62,56,58,62,65,20,97,20,20,20,87,96,92,98,5,4,191,81,Left,1,70,11,,1,0
Enzo Higuaín,26,India,Granada,La Liga,CAM,Classic 10,67,68,1496252,4250,70,74,82,82,39,64,70,71,78,75,83,65,73,78,85,78,90,82,73,85,82,78,87,80,44,60,37,33,35,69,66,68,70,4,3,178,82,Right,10,108,18,36,1,13
Ali Santos,21,Norway,Sassuolo,Serie A,RM,Winger,78,88,15513550,40399,80,74,81,79,55,64,83,75,75,73,66,81,69,81,80,86,85,86,71,81,74,79,82,81,49,59,57,56,50,56,58,57,59,3,2,179,64,Right,7,55,9,15,7,6
Alejandro Ramírez,16,Uruguay,Al Nassr,Saudi Pro League,ST,Target Man,69,86,2351635,4505,78,83,60,75,31,75,80,81,78,89,76,83,88,67,54,56,54,70,69,71,71,74,78,79,27,67,33,39,35,82,80,78,67,2,2,179,72,Right,5,91,21,14,19,14
Jamal Sánchez,23,Denmark,Rayo Vallecano,La Liga,GK,Sweeper Keeper,70,72,1945172,2600,49,14,51,44,12,75,55,45,20,20,20,20,20,58,44,53,58,43,43,49,43,41,45,51,20,84,20,20,20,72,76,77,69,4,3,173,82,Right,4,17,3,14,2,15
Nico Saka,32,Austria,Dynamo Kyiv,Ukrainian PL,RM,Inside Forward,66,64,803579,1868,77,69,71,80,51,62,82,84,62,63,71,63,70,73,73,68,70,70,74,77,87,78,78,84,58,61,54,51,44,66,58,64,54,4,5,177,78,Right,4,4,10,29,0,5
Kyle Verratti,26,Turkey,PSG,Ligue 1,LW,Winger,78,78,8107189,10146,85,84,83,85,44,64,84,91,79,86,79,90,90,82,89,89,81,80,78,84,85,84,81,82,39,59,44,47,42,72,57,67,68,5,3,175,77,Right,7,100,37,37,0,
Raphinha Mikel,37,Peru,Strasbourg,Ligue 1,RW,Winger,69,68,1273141,1451,80,75,77,83,32,64,73,81,81,68,80,83,80,79,73,71,82,89,76,83,86,82,88,75,32,70,38,36,29,69,70,60,57,3,4,174,94,Left,7,48,42,36,2,2
Wilfried Gnabry,16,Bolivia,Sevilla,La Liga,RM,Inside Forward,80,90,23776947,30561,89,79,78,89,48,73,82,90,79,72,77,70,81,73,78,78,82,69,96,94,82,91,86,91,51,74,44,42,54,81,80,80,67,4,2,166,66,Right,8,20,2,7,9,2
Marco Gueye,20,UAE,Porto,Primeira Liga,LM,Winger,79,86,11365491,27060,81,75,77,77,54,69,87,78,78,68,79,75,67,73,76,79,73,82,75,73,85,77,82,82,56,61,49,58,54,71,69,62,66,4,3,183,77,Right,6,5,7,38,5,18
Stefan Modric,30,China,Sporting CP,Primeira Liga,RW,Explosive Winger,82,80,17240525,46221,89,87,80,87,42,75,94,85,84,80,84,94,85,84,72,86,85,91,77,94,83,83,85,80,39,84,40,34,46,78,78,76,78,3,2,185,68,Right,10,29,0,,0,6
Daniel Suárez,21,Tunisia,Rennes,Ligue 1,LM,Inside Forward,82,87,35291237,40518,89,81,81,92,56,67,93,89,89,74,84,80,79,88,73,78,81,75,87,93,96,91,97,87,59,62,53,52,52,63,72,62,59,3,2,179,76,Right,4,36,6,37,2,1
Lorenzo Honda,26,Mexico,Frosinone,Serie A,RB,Defensive Full Back,65,67,492566,1000,77,42,66,67,71,75,80,75,44,41,39,32,42,67,67,61,60,62,59,60,75,67,70,61,79,84,74,63,66,74,74,76,79,3,2,187,71,Left,4,33,,8,5,11
Ryan de Bruyne,32,Rwanda,Sassuolo,Serie A,CAM,Classic 10,79,77,19738192,25080,79,84,85,87,40,73,83,79,86,77,93,75,77,82,86,82,78,80,85,91,83,89,83,82,33,79,47,44,34,73,71,79,79,2,3,165,72,Left,6,8,45,26,0,15
Erling Richard,18,USA,Cagliari,Serie A,CAM,Enganche,60,69,181388,1000,68,74,78,78,36,64,65,67,70,69,76,78,72,82,73,78,76,78,82,76,83,77,76,70,43,55,35,41,42,64,67,65,69,3,3,178,83,Right,8,67,45,15,4,19
Christian Ilić,33,Azerbaijan,Valencia,La Liga,CB,Aerial Threat,87,86,80112251,110347,68,50,72,66,94,90,66,66,45,51,44,56,44,74,72,68,79,79,65,65,64,60,67,67,99,85,94,91,99,92,83,94,87,3,4,186,75,Left,6,37,14,4,3,10
Stefan Weber,19,Jamaica,Brighton,Premier League,LM,Inside Forward,71,76,3198601,6069,81,75,76,81,44,67,84,81,69,72,76,84,69,79,70,82,71,75,71,75,74,84,81,87,49,68,46,46,46,71,69,61,63,3,4,190,79,Right,2,6,2,2,9,3
Piotr Weber,17,Morocco,Leicester City,Premier League,RB,Defensive Full Back,70,76,2421702,4833,81,45,73,71,78,66,82,77,44,41,49,55,52,69,75,70,65,74,63,76,66,77,64,64,74,65,78,72,69,72,68,66,60,4,4,181,76,Right,2,70,2,38,2,13
Breel Jiménez,33,Germany,Borussia Dortmund,Bundesliga,CB,Ball Playing Defender,84,84,51574700,92097,74,56,77,66,88,92,73,81,58,58,47,58,50,71,72,81,78,77,71,59,66,63,71,69,95,99,88,84,85,84,90,98,83,5,3,171,83,Left,8,13,11,8,10,3
Kingsley Lookman,22,Vietnam,Hoffenheim,Bundesliga,ST,Poacher,70,75,1536520,3540,74,86,62,78,28,72,71,68,86,87,78,89,84,70,67,63,61,62,85,78,86,77,76,73,30,81,31,33,36,67,76,66,70,3,2,184,77,Right,5,31,29,0,29,12
Wojciech Wijnaldum,16,Denmark,Toronto FC,MLS,CF,Advanced Forward,64,82,811672,1000,74,78,72,81,33,73,68,69,70,79,81,80,80,69,74,70,64,82,85,75,87,79,76,82,29,80,27,35,32,73,79,69,66,3,2,177,80,Left,6,62,18,13,25,14
Guido Depay,25,Brazil,Burnley,Premier League,CAM,Shadow Striker,67,71,1700005,1910,72,79,83,80,36,61,70,71,71,72,82,81,83,78,80,88,83,78,78,77,86,82,82,80,38,59,36,44,29,67,55,67,65,3,2,179,78,Left,2,102,40,31,3,1
Antoine Suárez,30,Montenegro,Rennes,Ligue 1,ST,Pressing Forward,79,77,12986781,15260,76,86,67,85,35,80,77,83,87,85,79,82,82,59,60,62,71,59,82,79,89,87,86,80,27,72,36,35,41,86,82,79,74,4,3,184,71,Left,10,110,37,36,0,20
Achraf Casemiro,25,Brazil,Holstein Kiel,Bundesliga,LB,Attacking Full Back,60,66,398394,1000,76,49,66,63,70,66,83,70,55,55,58,44,41,70,75,64,69,76,55,68,66,62,62,69,71,67,70,72,69,74,69,72,66,3,4,188,95,Right,2,76,1,3,2,17
Axel Müller,23,Tunisia,Real Madrid,La Liga,LM,Inside Forward,93,98,255695942,340473,88,82,87,87,59,78,85,88,83,89,90,77,90,81,87,81,81,81,79,92,85,92,80,86,53,79,62,55,54,83,72,73,85,5,4,181,86,Right,9,112,3,,6,20
Callum Palacio,27,Chile,Crystal Palace,Premier League,CF,False 9,80,83,11776317,15434,81,85,79,82,35,74,83,75,89,86,89,94,81,74,71,77,77,84,77,85,81,84,85,87,40,71,37,43,29,74,68,67,80,4,2,184,73,Right,3,117,52,36,24,19
Shkodran Okafor,31,Austria,Luton Town,Premier League,ST,Pressing Forward,68,67,1826234,2116,73,80,64,81,29,72,70,66,85,86,83,78,74,60,66,64,57,54,85,83,89,81,74,73,25,79,32,32,21,72,74,67,68,3,4,169,85,Right,5,82,22,33,29,8
Marcel Alves,21,Philippines,Darmstadt,Bundesliga,RB,Attacking Full Back,71,78,3555679,5762,81,53,69,72,72,67,79,82,46,53,55,51,55,73,65,68,62,79,67,79,73,68,78,64,68,70,70,70,65,70,72,60,66,5,3,174,82,Right,6,38,13,10,8,10
Stefan Ounahi,31,Switzerland,Al Nassr,Saudi Pro League,CDM,Anchor,67,65,1268132,1709,62,52,70,66,73,76,57,55,52,55,45,46,45,70,66,71,73,65,56,64,60,70,63,70,66,72,77,68,68,82,82,76,67,4,2,194,82,Right,8,7,12,28,6,12
Ismaila Havertz,20,Tunisia,LA Galaxy,MLS,GK,Sweeper Keeper,69,87,1856947,4201,48,14,55,52,12,82,50,54,20,20,20,20,20,63,59,59,55,54,56,56,60,46,46,46,20,81,20,20,20,80,81,85,89,3,4,195,73,Left,2,20,15,3,3,6
Aitor Ferrari,24,Spain,Toronto FC,MLS,GK,Sweeper Keeper,64,73,731592,1362,46,13,49,47,10,72,41,45,20,20,20,20,20,57,45,48,42,59,39,48,42,43,42,55,20,81,20,20,20,67,76,71,67,4,5,183,82,Right,5,21,13,6,6,8
Breel Sánchez,36,Wales,Mainz,Bundesliga,CDM,Defensive Midfielder,80,81,21428085,29678,66,62,73,72,77,80,60,65,60,60,60,59,62,70,79,77,68,73,79,72,66,69,66,77,72,89,82,80,69,76,76,86,81,3,4,179,79,Right,1,28,0,22,1,20
Carlos Mané,24,Canada,Lens,Ligue 1,CDM,Box to Box,69,75,1427835,1871,66,58,71,66,79,81,61,72,54,51,66,65,54,77,80,68,72,60,56,66,59,63,66,60,78,85,84,84,85,74,86,86,75,2,4,198,83,Right,1,54,5,24,9,18
Bukayo Marino,33,Saudi Arabia,Fenerbahce,Süper Lig,RM,Winger,75,75,7374711,12069,83,74,78,81,52,66,88,82,78,71,73,83,75,76,77,72,86,75,74,82,79,86,86,82,44,71,56,52,44,63,65,62,66,3,5,179,66,Right,2,10,4,31,1,19
Leander Lukić,28,Albania,Shakhtar Donetsk,Ukrainian PL,GK,Aerial Threat,78,79,8227008,14111,53,20,61,54,17,81,48,48,20,20,20,25,22,63,59,59,59,70,50,58,59,48,47,53,20,79,21,20,20,79,78,84,79,2,2,184,72,Right,5,51,3,11,4,14
Chris Gvardiol,16,Uruguay,Al Nassr,Saudi Pro League,ST,Poacher,65,83,699161,1000,76,82,66,74,24,74,76,83,78,81,73,73,84,71,64,71,59,69,64,73,82,68,69,71,25,65,26,27,20,71,67,78,75,3,3,187,79,Left,7,72,19,29,27,14
Hakim Taylor,25,Zimbabwe,Dynamo Kyiv,Ukrainian PL,RM,Winger,78,80,8032586,15627,78,72,80,78,51,69,77,80,68,77,72,78,68,76,77,85,72,84,70,84,80,75,79,82,51,76,56,43,43,69,70,66,60,3,5,189,80,Right,9,67,6,15,4,14
Grzegorz Salah,30,Ireland,Lens,Ligue 1,LB,Wing Back,82,80,19491567,50891,83,54,76,71,83,75,87,76,50,52,56,56,51,81,75,74,68,64,68,77,70,66,74,66,76,76,84,79,90,76,73,80,74,4,3,178,76,Left,7,111,10,32,7,3
Sander Sane,34,Venezuela,Brentford,Premier League,CAM,Enganche,75,73,6820646,10381,77,78,84,88,47,61,84,78,77,76,81,86,73,89,81,85,84,79,87,82,88,93,94,85,55,68,44,48,44,58,62,68,63,2,4,174,68,Left,4,61,7,16,8,11
Iker Sosa,33,Senegal,Atalanta,Serie A,RW,Winger,74,75,5143101,6812,88,79,76,86,33,64,87,87,72,72,78,77,82,74,79,80,73,70,93,86,78,87,93,86,25,58,32,39,42,67,71,69,66,5,4,179,64,Right,8,26,58,26,0,8
Marco En-Nesyri,32,Saudi Arabia,AS Roma,Serie A,CM,Box to Box,78,76,11951115,19121,67,66,84,77,64,72,68,63,69,67,66,72,64,77,75,82,76,79,82,70,81,79,80,72,67,66,65,71,58,75,68,69,76,3,2,185,74,Left,2,76,14,20,6,13
Juan Milinković,34,Finland,Feyenoord,Eredivisie,LM,Inside Forward,79,79,10009278,11233,83,79,80,90,56,69,81,78,81,76,84,72,75,74,88,83,75,73,99,96,96,95,93,87,60,62,51,48,59,66,63,64,76,2,3,185,73,Left,4,110,12,21,2,14
Wissam Lozano,24,Serbia,Napoli,Serie A,ST,Target Man,83,89,34111683,41197,80,87,80,80,36,83,77,81,85,82,90,79,88,82,75,84,74,92,87,82,75,83,80,79,40,75,42,35,34,87,89,79,89,5,2,180,79,Left,4,67,59,38,22,1
Diego Carvalho,23,Scotland,Monaco,Ligue 1,CAM,Classic 10,76,81,5970888,9257,77,84,88,84,48,63,73,76,88,85,77,86,91,90,87,94,84,97,88,78,91,86,78,83,47,63,47,51,49,69,61,58,62,3,4,175,66,Right,10,32,16,6,5,5
Yuki Carvalho,25,Indonesia,Galatasaray,Süper Lig,RW,Explosive Winger,87,94,83762618,108080,89,82,84,87,45,72,93,87,79,89,83,82,89,87,78,90,92,77,80,92,94,83,84,80,47,81,44,37,41,80,65,73,76,5,3,187,72,Right,9,62,25,27,6,6
Marcus Bellingham,20,Wales,St. Pauli,Bundesliga,ST,Pressing Forward,60,65,211452,1000,75,80,66,72,24,75,82,81,85,80,80,70,72,66,62,64,60,63,67,74,78,76,76,78,20,71,27,24,20,70,81,73,79,5,2,188,77,Right,5,62,54,33,5,14
Victor Jiménez,40,Russia,Bayern Munich,Bundesliga,RB,Attacking Full Back,78,79,10050940,27238,79,49,72,71,83,74,82,84,46,55,42,58,50,71,72,74,76,60,77,71,74,77,72,78,80,75,76,81,75,82,72,67,71,2,3,191,79,Right,3,64,4,34,3,13
Ivan Henderson,31,Japan,Heidenheim,Bundesliga,CM,Playmaker,62,61,311543,1000,65,64,77,72,55,65,63,70,57,57,60,57,57,73,76,80,79,65,76,75,76,68,67,71,57,73,59,62,54,63,64,59,66,4,2,194,63,Right,4,75,3,18,5,20
Leon Vlahović,16,Slovakia,Villarreal,La Liga,RW,Explosive Winger,77,95,12640078,17802,85,85,80,84,34,63,85,86,92,84,94,80,90,76,89,80,88,88,88,81,78,84,84,78,35,71,33,31,36,60,65,58,62,2,3,185,73,Left,10,,20,9,9,12
Karim Bonucci,25,Germany,Dynamo Kyiv,Ukrainian PL,LM,Winger,71,77,3459843,6666,80,72,74,82,50,60,78,79,64,73,76,82,65,75,66,71,78,65,72,80,77,78,81,88,47,58,50,45,41,58,61,65,52,3,3,179,67,Right,10,29,14,31,2,20
Nacer de Jong,19,Qatar,Feyenoord,Eredivisie,CAM,Classic 10,78,86,11017403,18423,78,81,85,84,48,70,78,71,85,75,90,81,78,85,91,84,81,92,91,84,76,78,77,76,51,65,44,45,55,77,69,71,67,2,3,196,74,Right,5,66,,24,7,0
James Vidal,18,Cameroon,Villarreal,La Liga,CB,Bruiser,76,92,7058454,16453,66,47,67,56,81,82,59,62,39,51,53,55,42,63,69,67,75,63,46,62,54,52,50,53,76,79,79,78,75,85,78,88,82,2,3,173,77,Right,8,63,9,30,6,20
Iker Budimir,25,Uganda,Ajax,Eredivisie,CAM,Classic 10,85,90,28904037,44128,83,84,90,87,47,70,86,77,87,88,89,77,91,87,88,87,94,90,80,93,87,84,89,81,53,77,51,49,52,78,74,68,62,3,4,169,90,Right,1,33,24,0,1,16
Raphinha Rice,26,Albania,Real Betis,La Liga,CB,Aerial Threat,68,70,2167871,5972,60,36,60,62,83,80,55,64,30,41,38,45,29,60,65,57,66,57,54,68,61,65,68,59,75,88,89,90,86,76,85,85,84,4,1,183,65,Left,6,103,14,30,9,18
Kingsley Valverde,20,North Macedonia,Wolfsburg,Bundesliga,RM,Inside Forward,78,83,16036937,17958,78,74,82,82,53,72,77,77,82,71,81,72,71,76,74,87,84,92,88,83,85,81,79,87,47,78,46,46,60,75,65,77,71,4,4,169,90,Right,5,52,7,5,7,15
Kingsley Benzema,31,Bulgaria,Real Sociedad,La Liga,GK,Aerial Threat,75,73,3846195,5060,56,21,60,51,17,79,61,52,20,26,27,24,20,63,51,61,58,66,46,50,54,49,56,44,20,80,21,23,20,81,83,80,85,4,3,184,86,Right,5,39,2,3,0,0
Antoine García,16,France,Almeria,La Liga,LW,Winger,76,82,6977895,19823,87,83,74,87,31,69,90,87,81,78,77,86,91,68,78,72,79,66,90,90,89,91,94,87,36,71,34,39,37,65,71,69,61,3,2,180,68,Right,7,91,42,6,1,15
Stefan Robertson,31,Burkina Faso,Eintracht Frankfurt,Bundesliga,CF,Complete Forward,79,77,14559530,26714,82,87,81,82,39,76,80,78,81,84,80,91,87,81,77,82,86,88,82,87,80,82,85,89,35,79,37,33,31,83,83,79,84,5,5,179,93,Right,9,53,3,25,28,
Jamal Pulgar,28,Thailand,Wolves,Premier League,RM,Winger,73,77,4141277,5657,81,74,77,75,57,62,78,75,78,67,70,75,69,80,70,71,80,83,70,75,69,80,80,72,54,66,58,62,51,70,61,59,67,4,2,193,80,Right,5,72,8,13,4,6
Aaron Thomas,26,Peru,Dynamo Kyiv,Ukrainian PL,CB,Aerial Threat,72,76,3685570,4192,64,52,69,59,79,80,67,58,56,56,57,56,48,74,60,74,71,73,51,56,60,59,52,56,75,74,72,76,76,74,77,73,80,3,4,181,68,Right,2,47,13,11,3,4
Jordi Girard,29,France,Granada,La Liga,RM,Winger,60,60,242518,1000,74,69,72,74,43,61,72,76,67,69,70,65,73,65,73,73,79,78,70,74,79,71,69,67,38,62,46,45,49,66,54,59,70,2,3,170,89,Right,9,88,13,24,3,7
Roberto Medel,24,Brazil,Lazio,Serie A,CB,Bruiser,76,82,5988984,11674,70,47,60,59,86,84,74,64,50,54,40,47,41,68,65,57,57,72,58,55,67,65,54,53,82,85,79,79,79,92,86,90,82,4,4,185,76,Right,1,81,12,5,2,3
Daniel Nández,32,Armenia,Brentford,Premier League,CF,Advanced Forward,81,79,19897634,43539,85,91,75,85,39,79,88,80,92,84,93,93,85,68,74,72,74,66,89,90,86,82,89,85,37,73,34,47,45,71,72,74,76,2,4,179,74,Right,6,117,15,38,11,13
Max Lewandowski,22,Mozambique,Wolfsburg,Bundesliga,CAM,Classic 10,70,78,2937108,5945,71,78,78,78,42,58,70,76,79,74,86,83,78,86,69,80,78,68,79,85,76,83,78,79,37,61,41,40,44,65,58,54,55,3,1,179,72,Right,8,1,30,5,,0
Juan Davies,28,Croatia,Shakhtar Donetsk,Ukrainian PL,LM,Wide Midfielder,70,72,1859236,2261,77,75,77,74,46,69,77,74,73,70,83,75,79,71,77,73,72,89,81,74,82,75,76,75,47,72,48,50,55,74,76,63,78,2,2,176,75,Right,2,58,11,25,3,19
Arkadiusz Saka,33,UAE,Lazio,Serie A,CM,Playmaker,77,77,9947998,13089,70,75,80,72,69,73,71,75,70,73,84,66,75,86,89,86,73,69,74,79,72,68,65,77,68,74,76,67,76,77,73,72,79,5,3,184,67,Right,9,60,8,19,1,4
Achraf Rashford,20,Germany,Girona,La Liga,GK,Aerial Threat,78,85,13498819,15956,61,20,58,53,19,84,67,63,20,24,20,29,22,63,53,52,66,69,63,52,57,48,56,54,20,80,26,20,26,88,88,82,85,3,2,177,64,Right,6,117,11,36,9,19
Demba Neuer,28,Albania,Brentford,Premier League,ST,Pressing Forward,76,77,4463480,5220,78,83,73,82,35,76,80,85,83,84,85,74,83,65,68,70,79,65,73,77,84,77,89,78,31,75,38,32,27,74,71,69,71,5,1,193,84,Left,8,116,44,11,7,20
Jude Immobile,24,Mozambique,Napoli,Serie A,ST,Poacher,93,98,290300722,612448,89,94,77,90,43,85,96,91,99,97,99,93,99,74,74,80,71,87,99,94,84,86,84,98,35,87,37,38,48,86,91,83,94,4,3,192,71,Right,7,4,3,5,27,13
Ismaila Esposito,29,Rwanda,Arsenal,Premier League,LW,Inside Forward,90,91,126259580,149596,95,88,83,92,38,75,92,92,96,82,97,86,89,79,84,78,80,72,99,87,90,96,96,93,32,70,45,35,44,76,74,79,73,5,3,186,89,Right,6,61,59,7,10,7
Grzegorz Sane,20,Morocco,AS Roma,Serie A,RB,Attacking Full Back,76,88,5252111,5901,78,51,76,66,75,69,84,76,52,54,58,41,51,83,85,80,71,87,70,73,64,64,60,63,73,63,81,75,84,72,71,73,64,4,1,170,70,Right,10,16,0,7,5,16
Maciej Casemiro,34,Australia,Seattle Sounders,MLS,CDM,Defensive Midfielder,68,66,1727731,4534,65,57,78,71,78,74,71,69,51,61,60,53,59,82,86,80,74,84,62,66,78,72,78,77,80,79,82,82,72,69,74,71,66,4,2,176,65,Right,5,56,1,8,8,13
Victor Ferrari,22,Qatar,Brighton,Premier League,CM,Mezzala,75,80,8100579,12797,70,71,81,78,60,72,73,74,65,75,64,68,65,88,86,83,75,85,70,75,77,82,77,71,64,70,58,53,54,67,71,66,78,4,1,177,78,Right,2,51,4,9,10,16
Chris Kane,16,Finland,Newcastle,Premier League,CB,Ball Playing Defender,86,99,69213296,82791,75,54,78,67,92,85,80,77,51,48,51,50,46,82,84,72,77,86,62,67,59,65,60,74,91,77,98,99,86,92,79,85,93,3,3,180,74,Left,4,24,1,18,9,14
Jamal Greco,31,Iran,West Ham,Premier League,CF,Complete Forward,72,70,4696776,5805,74,80,79,76,38,72,69,78,82,74,71,87,72,85,73,79,82,73,75,79,72,80,82,81,41,68,43,34,40,74,75,73,70,2,4,182,87,Right,7,30,38,19,0,13
Andreas Roberts,27,Kenya,Sevilla,La Liga,CAM,Classic 10,78,80,11930435,15354,81,80,84,87,45,70,82,85,77,76,76,78,86,78,89,82,81,78,88,94,93,84,90,82,51,66,52,50,36,63,73,75,76,3,1,189,82,Right,5,47,1,5,10,4
Richarlison Vidal,18,UAE,Frosinone,Serie A,CAM,Enganche,74,81,4097377,5887,74,81,83,84,45,64,67,75,80,78,72,74,80,91,80,89,84,84,76,77,87,78,77,79,44,62,50,46,50,67,71,62,72,4,4,179,66,Right,9,66,30,26,8,16
Sandro Kramarić,23,Sweden,Tottenham,Premier League,LW,Explosive Winger,83,91,32219677,44015,85,85,82,87,45,71,82,79,77,84,78,93,82,77,89,83,89,92,87,83,93,83,84,84,45,74,42,45,48,73,64,75,77,2,4,183,70,Right,2,77,33,17,6,11
Daley Hoffmann,23,Azerbaijan,Nottingham Forest,Premier League,GK,Shot Stopper,75,81,8993321,10555,56,17,57,53,14,76,62,56,22,20,26,23,20,58,52,52,59,47,63,58,48,57,56,51,20,76,20,20,20,72,76,80,75,4,3,170,87,Left,9,18,6,0,3,18
Christoph Williams,30,Turkey,Athletic Bilbao,La Liga,CDM,Anchor,75,73,6899209,12167,69,59,73,72,80,76,68,75,55,59,57,62,66,78,71,67,75,77,77,66,64,71,66,67,78,73,76,76,78,71,77,76,69,5,5,170,62,Right,1,118,9,,5,9
Bruno Okafor,29,UAE,Rayo Vallecano,La Liga,ST,Poacher,74,74,5116963,6172,75,86,66,80,34,78,68,72,88,86,88,78,93,67,69,67,60,59,81,81,79,79,84,75,26,70,28,30,37,74,84,74,81,4,5,181,75,Right,1,5,31,5,20,17
Dani Müller,22,Chile,Real Sociedad,La Liga,LB,Attacking Full Back,77,79,8211058,17967,82,52,75,67,79,72,78,88,55,48,56,59,53,74,76,76,83,73,64,66,75,63,73,63,77,65,74,82,71,67,74,79,72,3,2,177,69,Right,9,68,5,,0,14
Theo Bravo,25,Canada,Aston Villa,Premier League,ST,Pressing Forward,77,83,9377948,13397,75,88,69,79,29,82,81,70,91,93,91,89,84,69,66,73,73,57,69,86,81,74,82,76,35,75,22,32,34,86,88,81,79,4,3,176,86,Right,10,75,,15,27,0
Renato Brozović,28,Cameroon,Granada,La Liga,RM,Wide Midfielder,69,70,1147201,1620,83,71,77,80,45,65,87,89,78,70,67,79,76,81,70,77,74,81,90,79,75,78,85,82,53,57,38,50,41,63,72,71,72,5,4,175,92,Right,6,114,11,20,10,12
Ricardo Endo,25,Norway,Chelsea,Premier League,ST,Poacher,91,97,142979118,241927,89,94,74,90,39,84,90,91,88,99,98,94,94,77,76,74,76,86,88,83,88,92,84,95,42,81,44,31,31,83,80,82,79,4,3,179,65,Right,9,112,46,14,28,6
Robin Ricci,33,Thailand,Montpellier,Ligue 1,RW,Winger,68,69,2184632,5434,81,74,76,84,27,60,80,75,67,75,70,71,75,69,76,70,75,71,90,83,79,81,83,91,29,65,28,31,32,59,59,65,62,3,4,180,72,Right,5,43,5,5,1,
Shkodran Colombo,21,England,LA Galaxy,MLS,CDM,Defensive Midfielder,75,78,8592462,20217,64,62,80,75,75,81,68,66,69,66,68,72,65,73,87,77,87,86,84,76,68,81,75,76,76,82,76,77,83,75,83,80,85,4,3,186,87,Right,10,78,6,12,10,17
Sven Rice,21,Morocco,Inter Milan,Serie A,CF,Complete Forward,85,92,54973690,136073,86,90,79,89,43,78,91,83,86,92,90,88,84,71,81,78,83,91,79,91,83,94,84,82,40,76,39,41,37,71,80,76,81,2,3,175,85,Left,10,76,54,10,19,14
Antoine Mané,21,Kenya,Nantes,Ligue 1,LB,Wing Back,62,66,338157,1000,70,44,67,63,70,66,76,74,44,50,49,54,48,68,72,65,72,59,69,62,69,67,65,60,78,57,69,67,68,66,61,73,68,4,4,176,96,Right,4,30,7,36,10,1
Nicolò Giroud,24,Norway,Osasuna,La Liga,ST,Poacher,71,74,3743736,4244,75,89,69,79,27,81,74,73,89,89,84,80,82,61,75,65,74,61,69,81,84,74,83,87,23,73,30,32,36,81,78,80,75,4,3,186,77,Right,4,118,1,22,22,2
Antoine Bruno,17,Chile,Fenerbahce,Süper Lig,GK,Shot Stopper,83,93,39379200,64031,60,27,63,53,17,84,58,56,35,22,31,36,23,71,60,59,69,62,62,58,52,55,51,50,20,82,20,20,20,78,91,91,75,3,3,175,75,Right,7,59,15,17,0,4
